start_time,vm1_downtime,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_noresp_interval,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_noresp_interval,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_noresp_interval,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589611083634.0,347.22456312179565,42.062610149383545,2.4083619070988074,2.069651961326599,0.012251138687133789,0.2909538149833679,2.637985944747925,4.630404436250627,21.44064524324949,dg1_9_1589611083634.csv,1.0,204.0,204.0,True,116.0,0.0,88.0,0.0,88.0,0.0,3.0,0.0,85.0,88.0,88.0,0.0,1.0,30.03438687324524,2.763847509583274,2.3430675268173218,0.01983809471130371,1.9897579550743103,2.7457669973373413,3.602289169065033,12.976487257563246,dg2_9_1589611083634.csv,398.7150340080261,0.0,182.0,182.0,True,69.0,0.0,113.0,0.0,113.0,0.0,2.0,0.0,111.0,113.0,113.0,0.0,1.0,30.03210210800171,3.0243329169482167,2.3772940635681152,0.023211002349853516,2.054616928100586,2.746544122695923,3.853989363031903,14.853234010363053,dg3_9_1589611083634.csv,403.35312819480896,0.0,169.0,169.0,True,54.0,0.0,115.0,0.0,115.0,0.0,2.0,0.0,113.0,115.0,115.0,0.0,1.0,30.020052909851074,2.6591096025832157,2.327906370162964,0.02869892120361328,1.903942584991455,2.7097105979919434,3.143823370315827,9.883625383743967,dg4_9_1589611083634.csv,397.1421718597412,0,188,188,True,67,0,121,0,121,0,1,0,120,121,121,0,1
