start_time,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_noresp_interval,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_noresp_interval,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_noresp_interval,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_downtime,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589602488746.0,37.0018789768219,1.8902670024377615,1.986402988433838,0.002187967300415039,0.004760384559631348,2.535143494606018,3.3926927280113075,11.510363946700807,dg1_2_1589602488746.csv,405.82320284843445,0.0,247.0,247.0,True,76.0,0.0,171.0,0.0,171.0,70.0,1.0,0.0,100.0,171.0,171.0,0.0,1.0,30.03005814552307,0.6682289899803522,0.004527449607849121,0.0019431114196777344,0.0026726722717285156,0.009197711944580078,1.697020105890201,2.8798772397955887,dg2_2_1589602488746.csv,-1.0,0.0,508.0,508.0,False,0.0,0.0,508.0,0.0,508.0,384.0,1.0,0.0,123.0,508.0,508.0,0.0,1.0,31.886032104492188,3.283678206668538,2.237902879714966,0.01983809471130371,1.0076189041137695,2.7602128982543945,5.538151510075751,30.671122148554314,dg3_2_1589602488746.csv,398.0279629230499,0.0,157.0,157.0,True,77.0,0.0,80.0,0.0,80.0,0.0,5.0,0.0,75.0,80.0,80.0,0.0,1.0,327.28130412101746,37.05062413215637,2.445972164078514,1.2158809900283813,0.01187896728515625,0.06400364637374878,2.5491937398910522,5.139973468639665,26.41932725831967,dg4_2_1589602488746.csv,1,202,202,True,148,0,54,0,54,0,4,0,50,54,54,0,1
