start_time,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_noresp_interval,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_noresp_interval,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_noresp_interval,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_noresp_interval,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589618688578.0,30.030060052871704,3.172602699126726,2.3822975158691406,0.025686979293823242,2.0892547965049744,2.756520688533783,4.539045937358172,20.602938021447727,dg1_15_1589618688578.csv,399.5276749134064,0.0,162.0,162.0,True,52.0,0.0,110.0,0.0,110.0,0.0,2.0,0.0,108.0,110.0,110.0,0.0,1.0,34.80632185935974,4.155832506716251,2.4455740451812744,0.02442193031311035,2.1751968264579773,2.8193991780281067,6.3812562386096445,40.720431182794506,dg2_15_1589618688578.csv,401.57289385795593,0.0,128.0,128.0,True,35.0,0.0,93.0,0.0,93.0,0.0,4.0,0.0,89.0,93.0,93.0,0.0,1.0,31.882791996002197,1.96829498509566,0.0030390024185180664,0.002010822296142578,0.00249481201171875,2.43679541349411,4.764325761669191,22.69879996330472,dg3_15_1589618688578.csv,66.81343603134155,0.0,240.0,240.0,True,38.0,0.0,202.0,0.0,202.0,124.0,2.0,0.0,76.0,202.0,202.0,0.0,1.0,30.030072927474976,2.9119532259031273,2.393654465675354,0.024219036102294922,2.0992742776870728,2.7450626492500305,3.2057463689086485,10.276809781770986,dg4_15_1589618688578.csv,396.8179371356964,0,174,174,True,52,0,122,0,122,0,1,0,121,122,122,0,1
