start_time,vm1_downtime,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_noresp_interval,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_downtime,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_noresp_interval,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589603738812.0,345.6119270324707,45.06919503211975,3.835136864496314,2.300600528717041,0.022188901901245117,1.1113813519477844,2.83272922039032,6.37934537249016,40.69604738151162,dg1_3_1589603738812.csv,1.0,138.0,138.0,True,66.0,0.0,72.0,0.0,72.0,0.0,3.0,0.0,69.0,72.0,72.0,0.0,1.0,30.030062198638916,3.106681488499497,2.3534090518951416,0.02256011962890625,2.029961109161377,2.71405291557312,4.324806779629464,18.703953681128976,dg2_3_1589603738812.csv,391.0585298538208,0.0,165.0,165.0,True,54.0,0.0,111.0,0.0,111.0,0.0,2.0,0.0,109.0,111.0,111.0,0.0,1.0,338.3918499946594,41.75785517692566,3.7517579413474875,2.340691089630127,0.01931309700012207,1.043630838394165,2.862030029296875,6.122096874192525,37.48007013699788,dg3_3_1589603738812.csv,1.0,141.0,141.0,True,72.0,0.0,69.0,0.0,69.0,0.0,3.0,0.0,66.0,69.0,69.0,0.0,1.0,30.032539129257202,2.8847634467211636,2.3540894985198975,0.02183699607849121,2.004765272140503,2.719933867454529,3.777838092300063,14.27206065163338,dg4_3_1589603738812.csv,394.6134011745453,0,176,176,True,64,0,112,0,112,0,2,0,110,112,112,0,1
