start_time,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_noresp_interval,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_downtime,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_noresp_interval,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_noresp_interval,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589613652329.0,30.03018808364868,3.0982820467515424,2.3758928775787354,0.026649951934814453,2.0277650356292725,2.760310173034668,4.055129092702668,16.44407195848356,dg1_11_1589613652329.csv,395.2935960292816,0.0,165.0,165.0,True,56.0,0.0,109.0,0.0,109.0,0.0,2.0,0.0,107.0,109.0,109.0,0.0,1.0,327.60813188552856,31.99073100090027,2.2955207914676308,1.1160329580307007,0.014753103256225586,0.09117841720581055,2.527257740497589,4.638032185939529,21.511342557811,dg2_11_1589613652329.csv,1.0,212.0,212.0,True,145.0,0.0,67.0,0.0,67.0,0.0,4.0,0.0,63.0,67.0,67.0,0.0,1.0,30.033612966537476,2.61541977353121,2.303915023803711,0.01919102668762207,1.0629085302352905,2.707629919052124,3.57729103751523,12.797011167086788,dg3_11_1589613652329.csv,401.7627878189087,0.0,191.0,191.0,True,76.0,0.0,115.0,0.0,115.0,0.0,2.0,0.0,113.0,115.0,115.0,0.0,1.0,32.38074588775635,2.789113272619511,2.3539631366729736,0.025174856185913086,2.0295190811157227,2.716977119445801,3.279176688627102,10.752999755235408,dg4_11_1589613652329.csv,405.7709288597107,0,181,181,True,57,0,124,0,124,0,1,0,123,124,124,0,1
