start_time,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_noresp_interval,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_downtime,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_downtime,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_noresp_interval,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589606189967.0,30.030346870422363,1.965189508597056,0.7156829833984375,0.0020020008087158203,0.023272216320037842,2.4126245975494385,4.2136952346526515,17.755227530534462,dg1_5_1589606189967.csv,33.037033796310425,0.0,240.0,240.0,True,112.0,0.0,128.0,0.0,128.0,54.0,3.0,0.0,71.0,128.0,128.0,0.0,1.0,324.06385612487793,40.91331076622009,2.2652320894777502,1.3172311782836914,0.015081167221069336,0.07708096504211426,2.5929958820343018,4.373446849220243,19.12703734295447,dg2_5_1589606189967.csv,1.0,217.0,217.0,True,145.0,0.0,72.0,0.0,72.0,0.0,3.0,0.0,69.0,72.0,72.0,0.0,1.0,337.94336915016174,31.366942882537842,2.283483400872226,1.067732810974121,0.015179157257080078,0.0875551700592041,2.5518531799316406,4.633111906545623,21.46572593857482,dg3_5_1589606189967.csv,1.0,217.0,217.0,True,154.0,0.0,63.0,0.0,63.0,0.0,4.0,0.0,59.0,63.0,63.0,0.0,1.0,30.030071020126343,0.39278121807276756,0.004197120666503906,0.002022981643676758,0.0025839805603027344,0.004743456840515137,1.6161536027878225,2.6119524678040587,dg4_5_1589606189967.csv,-1,0,663,663,False,0,0,663,0,663,581,1,0,81,663,663,0,1
