start_time,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_noresp_interval,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_noresp_interval,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_downtime,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_noresp_interval,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589623635801.0,50.883248805999756,3.09152661461428,2.2343509197235107,0.018880128860473633,0.9866541624069214,2.698040008544922,5.588646044573004,31.232964611521478,dg1_19_1589623635801.csv,396.18772983551025,0.0,166.0,166.0,True,78.0,0.0,88.0,0.0,88.0,0.0,3.0,0.0,85.0,88.0,88.0,0.0,1.0,41.29609394073486,1.9112559532632634,1.205199956893921,0.0017042160034179688,0.004286050796508789,2.4942569732666016,3.8275357480194234,14.650029902366606,dg2_19_1589623635801.csv,38.829169034957886,0.0,245.0,245.0,True,77.0,0.0,168.0,0.0,168.0,71.0,2.0,0.0,95.0,168.0,168.0,0.0,1.0,349.753201007843,41.71072793006897,2.453378298982459,1.3324260711669922,0.012248992919921875,0.0673990249633789,2.554438829421997,5.322860112162487,28.332839773650445,dg3_19_1589623635801.csv,1.0,201.0,201.0,True,132.0,0.0,69.0,0.0,69.0,0.0,3.0,0.0,66.0,69.0,69.0,0.0,1.0,30.034037113189697,1.4416679335422202,0.027444124221801758,0.0021810531616210938,0.0027120113372802734,2.27763295173645,3.6402950597995845,13.25174812240126,dg4_19_1589623635801.csv,404.73793506622314,0,305,305,True,75,0,230,0,230,149,3,0,78,230,230,0,1
