start_time,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_noresp_interval,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_downtime,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_noresp_interval,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_downtime,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589622392561.0,30.006007194519043,3.151583490196181,2.3539700508117676,0.01880812644958496,2.026073932647705,2.7158745527267456,4.707681249939305,22.16226275103009,dg1_18_1589622392561.csv,395.4541039466858,0.0,163.0,163.0,True,54.0,0.0,109.0,0.0,109.0,0.0,2.0,0.0,107.0,109.0,109.0,0.0,1.0,362.76810002326965,34.323814153671265,3.364053946036797,2.3269134759902954,0.019896984100341797,1.3009324669837952,2.8319743275642395,5.756009708700205,33.131647766651014,dg2_18_1589622392561.csv,1.0,154.0,154.0,True,76.0,0.0,78.0,0.0,78.0,0.0,3.0,0.0,75.0,78.0,78.0,0.0,1.0,30.03184700012207,3.5538659841835902,2.377150058746338,0.0287930965423584,2.0373220443725586,2.8123635053634644,5.418262481649558,29.35756832005123,dg3_18_1589622392561.csv,394.8809959888458,0.0,147.0,147.0,True,55.0,0.0,92.0,0.0,92.0,0.0,4.0,0.0,88.0,92.0,92.0,0.0,1.0,216.23589396476746,30.03002691268921,2.4413547138176344,2.038057565689087,0.01560211181640625,0.12066054344177246,2.6695743799209595,4.298208515577534,18.474596443383227,dg4_18_1589622392561.csv,1,202,202,True,126,0,76,0,76,0,3,0,73,76,76,0,1
