start_time,vm1_downtime,vm1_dur_max,vm1_dur_mean,vm1_dur_median,vm1_dur_min,vm1_dur_q1,vm1_dur_q3,vm1_dur_std,vm1_dur_var,vm1_filename,vm1_recovered,vm1_recv_reqs,vm1_sent_reqs,vm1_solr_started,vm1_tot_200,vm1_tot_500,vm1_tot_corrupted,vm1_tot_corrupted_on_200,vm1_tot_exceptions,vm1_tot_excp_conrefused,vm1_tot_excp_noroute,vm1_tot_excp_others,vm1_tot_excp_timedout,vm1_tot_nan,vm1_tot_non200,vm1_tot_othercodes,vm1_unique_clients,vm2_downtime,vm2_dur_max,vm2_dur_mean,vm2_dur_median,vm2_dur_min,vm2_dur_q1,vm2_dur_q3,vm2_dur_std,vm2_dur_var,vm2_filename,vm2_recovered,vm2_recv_reqs,vm2_sent_reqs,vm2_solr_started,vm2_tot_200,vm2_tot_500,vm2_tot_corrupted,vm2_tot_corrupted_on_200,vm2_tot_exceptions,vm2_tot_excp_conrefused,vm2_tot_excp_noroute,vm2_tot_excp_others,vm2_tot_excp_timedout,vm2_tot_nan,vm2_tot_non200,vm2_tot_othercodes,vm2_unique_clients,vm3_dur_max,vm3_dur_mean,vm3_dur_median,vm3_dur_min,vm3_dur_q1,vm3_dur_q3,vm3_dur_std,vm3_dur_var,vm3_filename,vm3_noresp_interval,vm3_recovered,vm3_recv_reqs,vm3_sent_reqs,vm3_solr_started,vm3_tot_200,vm3_tot_500,vm3_tot_corrupted,vm3_tot_corrupted_on_200,vm3_tot_exceptions,vm3_tot_excp_conrefused,vm3_tot_excp_noroute,vm3_tot_excp_others,vm3_tot_excp_timedout,vm3_tot_nan,vm3_tot_non200,vm3_tot_othercodes,vm3_unique_clients,vm4_dur_max,vm4_dur_mean,vm4_dur_median,vm4_dur_min,vm4_dur_q1,vm4_dur_q3,vm4_dur_std,vm4_dur_var,vm4_filename,vm4_noresp_interval,vm4_recovered,vm4_recv_reqs,vm4_sent_reqs,vm4_solr_started,vm4_tot_200,vm4_tot_500,vm4_tot_corrupted,vm4_tot_corrupted_on_200,vm4_tot_exceptions,vm4_tot_excp_conrefused,vm4_tot_excp_noroute,vm4_tot_excp_others,vm4_tot_excp_timedout,vm4_tot_nan,vm4_tot_non200,vm4_tot_othercodes,vm4_unique_clients
1589612326336.0,366.386757850647,30.386577129364014,2.2277622244773654,2.00185763835907,0.015104055404663086,0.3542134165763855,2.6043118238449097,3.8644970129147382,14.934337162826935,dg1_10_1589612326336.csv,1.0,218.0,218.0,True,132.0,0.0,86.0,0.0,86.0,0.0,2.0,0.0,84.0,86.0,86.0,0.0,1.0,326.1679320335388,33.03734493255615,2.2218734364990795,1.8627146482467651,0.017673969268798828,0.10898840427398682,2.5931078791618347,4.056307249077701,16.453628498920306,dg2_10_1589612326336.csv,1.0,218.0,218.0,True,144.0,0.0,74.0,0.0,74.0,0.0,3.0,0.0,71.0,74.0,74.0,0.0,1.0,30.032047033309937,2.6468345361451306,2.1915160417556763,0.015615224838256836,0.6576500535011292,2.601960003376007,4.430364015801111,19.628125312505343,dg3_10_1589612326336.csv,374.138787984848,0.0,192.0,192.0,True,96.0,0.0,96.0,0.0,96.0,0.0,4.0,0.0,92.0,96.0,96.0,0.0,1.0,17.13178515434265,0.6494796609415592,0.00452113151550293,0.0020911693572998047,0.0029984712600708008,0.006167054176330566,1.3118159439992823,1.720861070930728,dg4_10_1589612326336.csv,-1,0,515,515,False,0,0,515,0,515,389,0,0,126,515,515,0,1
